,Unnamed: 0,Name,starName,defaultPlanetEntry,numStars,numPlanets,solution,controversial,orbitalPeriod,planetSemimajor,planetEarthRads,earthMass,bestEarthMass,bestMassProvenance,eccentricity,equilTemp,stellarEffTemp,stellarRadius,stellarMetallicity,stellarMetallicityRatio,luminosity,stellarAge,distance
15451,15451,Kepler-178 c,Kepler-178,0,1,3,Kepler Project Candidate (q1_q17_dr24_koi),0,20.55280793,0.1399,2.94,,,,0.0,683.0,5675.0,1.04,-0.18,[Fe/H],,,716.025
15452,15452,Kepler-178 c,Kepler-178,0,1,3,Kepler Project Candidate (q1_q8_koi),0,20.5528,0.141,3.4,,,,0.0,683.0,5674.0,1.05,,,,11.3,716.025
15454,15454,Kepler-178 c,Kepler-178,0,1,3,Kepler Project Candidate (q1_q16_koi),0,20.55280793,0.1399,2.94,,,,0.0,683.0,5675.0,1.04,-0.18,[Fe/H],,,716.025
15456,15456,Kepler-178 c,Kepler-178,0,1,3,Kepler Project Candidate (q1_q17_dr25_koi),0,20.55280311,0.1411,2.99,,,,0.0,656.0,5386.0,1.08,0.18,[Fe/H],,,716.025
15461,15461,Kepler-178 d,Kepler-178,0,1,3,Kepler Project Candidate (q1_q17_dr25_koi),0,96.6781852,0.3962,3.29,,,,0.0,392.0,5386.0,1.08,0.18,[Fe/H],,,716.025
15462,15462,Kepler-178 d,Kepler-178,0,1,3,Kepler Project Candidate (q1_q12_koi),0,96.6781926,0.3926,3.43,,,,0.0,408.0,5675.0,1.04,-0.18,[Fe/H],,,716.025
15463,15463,Kepler-178 d,Kepler-178,0,1,3,Kepler Project Candidate (q1_q8_koi),0,96.672,0.397,3.6,,,,0.0,407.0,5674.0,1.05,,,,11.3,716.025
15465,15465,Kepler-178 d,Kepler-178,0,1,3,Kepler Project Candidate (q1_q16_koi),0,96.6781926,0.3926,3.43,,,,0.0,408.0,5675.0,1.04,-0.18,[Fe/H],,,716.025
15467,15467,Kepler-178 d,Kepler-178,0,1,3,Kepler Project Candidate (q1_q17_dr24_koi),0,96.6781926,0.3926,3.43,,,,0.0,408.0,5675.0,1.04,-0.18,[Fe/H],,,716.025
15468,15468,Kepler-1780 b,Kepler-1780,0,1,1,Kepler Project Candidate (q1_q16_koi),0,109.4449666,0.423,3.21,,,,0.0,328.0,5508.0,0.77,-0.28,[Fe/H],,,790.516
15470,15470,Kepler-1780 b,Kepler-1780,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,109.4450597,0.4276,3.04,,,,0.0,340.0,5403.0,0.87,0.0,[Fe/H],,,790.516
15471,15471,Kepler-1780 b,Kepler-1780,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,109.4449666,0.423,3.21,,,,0.0,328.0,5508.0,0.77,-0.28,[Fe/H],,,790.516
15472,15472,Kepler-1780 b,Kepler-1780,0,1,1,Kepler Project Candidate (q1_q12_koi),0,109.4449666,0.423,3.21,,,,0.0,328.0,5508.0,0.77,-0.28,[Fe/H],,,790.516
15474,15474,Kepler-1780 b,Kepler-1780,0,1,1,Kepler Project Candidate (q1_q8_koi),0,109.444,0.433,2.9,,,,0.0,330.0,5517.0,0.8,,,,0.6,790.516
15476,15476,Kepler-1781 b,Kepler-1781,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,4.88753526,0.0572,2.5,,,,0.0,995.0,5553.0,0.94,0.4,[Fe/H],,,962.63
15480,15480,Kepler-1781 b,Kepler-1781,0,1,1,Kepler Project Candidate (q1_q8_koi),0,4.887533,0.054,2.5,,,,0.0,897.0,5394.0,0.77,,,,0.9,962.63
15481,15481,Kepler-1781 b,Kepler-1781,0,1,1,Kepler Project Candidate (q1_q12_koi),0,4.88753526,0.0572,2.5,,,,0.0,995.0,5553.0,0.94,0.4,[Fe/H],,,962.63
15482,15482,Kepler-1781 b,Kepler-1781,0,1,1,Kepler Project Candidate (q1_q16_koi),0,4.88753526,0.0572,2.5,,,,0.0,995.0,5553.0,0.94,0.4,[Fe/H],,,962.63
15483,15483,Kepler-1781 b,Kepler-1781,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,4.88753111,0.0574,2.45,,,,0.0,1003.0,5568.0,0.96,0.44,[Fe/H],,,962.63
15484,15484,Kepler-1782 b,Kepler-1782,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,5.75624524,0.0582,2.24,,,,0.0,773.0,4931.0,0.73,0.0,[Fe/H],,,305.792
15485,15485,Kepler-1782 b,Kepler-1782,0,1,1,Kepler Project Candidate (q1_q8_koi),0,5.756239,0.056,1.6,,,,0.0,772.0,4926.0,0.71,,,,14.0,305.792
15486,15486,Kepler-1782 b,Kepler-1782,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,5.75624255,0.0581,2.67,,,,0.0,834.0,5006.0,0.83,0.12,[Fe/H],,,305.792
15488,15488,Kepler-1782 b,Kepler-1782,0,1,1,Kepler Project Candidate (q1_q12_koi),0,5.75624255,0.0581,2.67,,,,0.0,834.0,5006.0,0.83,0.12,[Fe/H],,,305.792
15489,15489,Kepler-1782 b,Kepler-1782,0,1,1,Kepler Project Candidate (q1_q16_koi),0,5.75624255,0.0581,2.67,,,,0.0,834.0,5006.0,0.83,0.12,[Fe/H],,,305.792
15492,15492,Kepler-1783 b,Kepler-1783,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,8.27744313,0.077,2.38,,,,0.0,1088.0,5129.0,1.78,-0.16,[Fe/H],,,264.078
15493,15493,Kepler-1783 b,Kepler-1783,0,1,1,Kepler Project Candidate (q1_q16_koi),0,8.27744313,0.077,2.38,,,,0.0,1088.0,5129.0,1.78,-0.16,[Fe/H],,,264.078
15495,15495,Kepler-1783 b,Kepler-1783,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,8.27745764,0.077,2.46,,,,0.0,1088.0,5129.0,1.78,-0.16,[Fe/H],,,264.078
15497,15497,Kepler-1783 b,Kepler-1783,0,1,1,Kepler Project Candidate (q1_q12_koi),0,8.27744313,0.077,2.38,,,,0.0,1088.0,5129.0,1.78,-0.16,[Fe/H],,,264.078
15498,15498,Kepler-1783 b,Kepler-1783,0,1,1,Kepler Project Candidate (q1_q8_koi),0,8.277379,0.078,2.4,,,,0.0,1086.0,5119.0,1.8,,,,13.9,264.078
15500,15500,Kepler-1784 b,Kepler-1784,0,1,1,Kepler Project Candidate (q1_q12_koi),0,13.59056583,0.1072,3.2,,,,0.0,724.0,5442.0,0.97,0.1,[Fe/H],,,883.045
15503,15503,Kepler-1784 b,Kepler-1784,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,13.59056583,0.1072,3.2,,,,0.0,724.0,5442.0,0.97,0.1,[Fe/H],,,883.045
15505,15505,Kepler-1784 b,Kepler-1784,0,1,1,Kepler Project Candidate (q1_q16_koi),0,13.59056583,0.1072,3.2,,,,0.0,724.0,5442.0,0.97,0.1,[Fe/H],,,883.045
15506,15506,Kepler-1784 b,Kepler-1784,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,13.59051547,0.1072,2.4,,,,0.0,724.0,5442.0,0.97,0.1,[Fe/H],,,883.045
15507,15507,Kepler-1784 b,Kepler-1784,0,1,1,Kepler Project Candidate (q1_q8_koi),0,13.59053,0.104,2.2,,,,0.0,690.0,5368.0,0.88,,,,13.8,883.045
15509,15509,Kepler-1785 b,Kepler-1785,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,19.58557219,0.1382,3.72,,,,0.0,668.0,5971.0,0.89,-0.38,[Fe/H],,,745.74
15511,15511,Kepler-1785 b,Kepler-1785,0,1,1,Kepler Project Candidate (q1_q8_koi),0,19.58579,0.144,2.2,,,,0.0,675.0,6006.0,0.94,,,,0.3,745.74
15513,15513,Kepler-1785 b,Kepler-1785,0,1,1,Kepler Project Candidate (q1_q16_koi),0,19.58557219,0.1382,3.72,,,,0.0,668.0,5971.0,0.89,-0.38,[Fe/H],,,745.74
15514,15514,Kepler-1785 b,Kepler-1785,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,19.58561177,0.1379,3.09,,,,0.0,666.0,5618.0,1.0,0.0,[Fe/H],,,745.74
15515,15515,Kepler-1785 b,Kepler-1785,0,1,1,Kepler Project Candidate (q1_q12_koi),0,19.58557219,0.1382,3.72,,,,0.0,668.0,5971.0,0.89,-0.38,[Fe/H],,,745.74
15517,15517,Kepler-1786 b,Kepler-1786,0,1,1,Kepler Project Candidate (q1_q16_koi),0,78.5461638,0.3656,2.63,,,,0.0,434.0,6032.0,0.97,-0.06,[Fe/H],,,863.909
15518,15518,Kepler-1786 b,Kepler-1786,0,1,1,Kepler Project Candidate (q1_q12_koi),0,78.5461638,0.3656,2.63,,,,0.0,434.0,6032.0,0.97,-0.06,[Fe/H],,,863.909
15519,15519,Kepler-1786 b,Kepler-1786,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,78.5461638,0.3656,2.63,,,,0.0,434.0,6032.0,0.97,-0.06,[Fe/H],,,863.909
15520,15520,Kepler-1786 b,Kepler-1786,0,1,1,Kepler Project Candidate (q1_q8_koi),0,78.5459,0.363,2.6,,,,0.0,426.0,6005.0,0.94,,,,0.5,863.909
15522,15522,Kepler-1786 b,Kepler-1786,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,78.5461106,0.3659,3.55,,,,0.0,501.0,5808.0,1.4,0.14,[Fe/H],,,863.909
15525,15525,Kepler-1787 b,Kepler-1787,0,1,1,Kepler Project Candidate (q1_q8_koi),0,39.31435,0.231,2.56,,,,0.0,545.0,6069.0,0.96,,,,0.3,778.602
15526,15526,Kepler-1787 b,Kepler-1787,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,39.3134832,0.227,2.14,,,,0.0,540.0,6060.0,0.93,-0.22,[Fe/H],,,778.602
15528,15528,Kepler-1787 b,Kepler-1787,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,39.3135699,0.227,2.07,,,,0.0,540.0,6060.0,0.93,-0.22,[Fe/H],,,778.602
15529,15529,Kepler-1787 b,Kepler-1787,0,1,1,Kepler Project Candidate (q1_q12_koi),0,39.3134832,0.227,2.14,,,,0.0,540.0,6060.0,0.93,-0.22,[Fe/H],,,778.602
15531,15531,Kepler-1787 b,Kepler-1787,0,1,1,Kepler Project Candidate (q1_q16_koi),0,39.3134832,0.227,2.14,,,,0.0,540.0,6060.0,0.93,-0.22,[Fe/H],,,778.602
15534,15534,Kepler-1788 b,Kepler-1788,0,1,1,Kepler Project Candidate (q1_q8_koi),0,2.800131,0.034,1.99,,,,0.0,933.0,4781.0,0.67,,,,13.8,560.445
15535,15535,Kepler-1788 b,Kepler-1788,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,2.80011812,0.0343,1.97,,,,0.0,956.0,4786.0,0.7,-0.2,[Fe/H],,,560.445
15536,15536,Kepler-1788 b,Kepler-1788,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,2.80011127,0.0343,2.13,,,,0.0,956.0,4786.0,0.7,-0.2,[Fe/H],,,560.445
15537,15537,Kepler-1788 b,Kepler-1788,0,1,1,Kepler Project Candidate (q1_q12_koi),0,2.80011812,0.0343,1.97,,,,0.0,956.0,4786.0,0.7,-0.2,[Fe/H],,,560.445
15538,15538,Kepler-1788 b,Kepler-1788,0,1,1,Kepler Project Candidate (q1_q16_koi),0,2.80011812,0.0343,1.97,,,,0.0,956.0,4786.0,0.7,-0.2,[Fe/H],,,560.445
15541,15541,Kepler-1789 b,Kepler-1789,0,1,1,Kepler Project Candidate (q1_q16_koi),0,80.2317349,0.3564,3.44,,,,0.0,397.0,5685.0,0.89,-0.06,[Fe/H],,,611.461
15543,15543,Kepler-1789 b,Kepler-1789,0,1,1,Kepler Project Candidate (q1_q12_koi),0,80.2317349,0.3564,3.44,,,,0.0,397.0,5685.0,0.89,-0.06,[Fe/H],,,611.461
15544,15544,Kepler-1789 b,Kepler-1789,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,80.2317349,0.3564,3.44,,,,0.0,397.0,5685.0,0.89,-0.06,[Fe/H],,,611.461
15546,15546,Kepler-1789 b,Kepler-1789,0,1,1,Kepler Project Candidate (q1_q8_koi),0,80.23247,0.353,3.6,,,,0.0,393.0,5656.0,0.88,,,,4.5,611.461
15547,15547,Kepler-1789 b,Kepler-1789,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,80.2321467,0.3543,3.24,,,,0.0,380.0,5436.0,0.89,0.12,[Fe/H],,,611.461
15548,15548,Kepler-179 b,Kepler-179,0,1,2,Kepler Project Candidate (q1_q17_dr25_koi),0,2.73590007,0.0362,1.56,,,,0.0,1075.0,5299.0,0.77,-0.14,[Fe/H],,,605.68
15550,15550,Kepler-179 b,Kepler-179,0,1,2,Kepler Project Candidate (q1_q8_koi),0,2.73589,0.036,1.7,,,,0.0,1056.0,5289.0,0.74,,,,0.6,605.68
15552,15552,Kepler-179 b,Kepler-179,0,1,2,Kepler Project Candidate (q1_q12_koi),0,2.73590337,0.0361,1.58,,,,0.0,1072.0,5294.0,0.76,-0.16,[Fe/H],,,605.68
15553,15553,Kepler-179 b,Kepler-179,0,1,2,Kepler Project Candidate (q1_q17_dr24_koi),0,2.73590337,0.0361,1.58,,,,0.0,1072.0,5294.0,0.76,-0.16,[Fe/H],,,605.68
15558,15558,Kepler-179 b,Kepler-179,0,1,2,Kepler Project Candidate (q1_q16_koi),0,2.73590337,0.0361,1.58,,,,0.0,1072.0,5294.0,0.76,-0.16,[Fe/H],,,605.68
15561,15561,Kepler-179 c,Kepler-179,0,1,2,Kepler Project Candidate (q1_q16_koi),0,6.40014739,0.0637,2.26,,,,0.0,807.0,5294.0,0.76,-0.16,[Fe/H],,,605.68
15562,15562,Kepler-179 c,Kepler-179,0,1,2,Kepler Project Candidate (q1_q12_koi),0,6.40014739,0.0637,2.26,,,,0.0,807.0,5294.0,0.76,-0.16,[Fe/H],,,605.68
15564,15564,Kepler-179 c,Kepler-179,0,1,2,Kepler Project Candidate (q1_q8_koi),0,6.400104,0.064,2.48,,,,0.0,792.0,5289.0,0.74,,,,0.6,605.68
15565,15565,Kepler-179 c,Kepler-179,0,1,2,Kepler Project Candidate (q1_q17_dr24_koi),0,6.40014739,0.0637,2.26,,,,0.0,807.0,5294.0,0.76,-0.16,[Fe/H],,,605.68
15568,15568,Kepler-179 c,Kepler-179,0,1,2,Kepler Project Candidate (q1_q17_dr25_koi),0,6.4001571,0.0638,2.52,,,,0.0,810.0,5299.0,0.77,-0.14,[Fe/H],,,605.68
15570,15570,Kepler-1790 b,Kepler-1790,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,31.5888979,0.197,2.59,,,,0.0,682.0,5866.0,1.37,0.0,[Fe/H],,,1070.17
15572,15572,Kepler-1790 b,Kepler-1790,0,1,1,Kepler Project Candidate (q1_q12_koi),0,31.5888952,0.2039,2.02,,,,0.0,606.0,6108.0,1.03,0.07,[Fe/H],,,1070.17
15573,15573,Kepler-1790 b,Kepler-1790,0,1,1,Kepler Project Candidate (q1_q16_koi),0,31.5888952,0.2039,2.02,,,,0.0,606.0,6108.0,1.03,0.07,[Fe/H],,,1070.17
15575,15575,Kepler-1790 b,Kepler-1790,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,31.5888952,0.2039,2.02,,,,0.0,606.0,6108.0,1.03,0.07,[Fe/H],,,1070.17
15577,15577,Kepler-1790 b,Kepler-1790,0,1,1,Kepler Project Candidate (q1_q8_koi),0,31.58844,0.199,1.97,,,,0.0,588.0,6066.0,0.96,,,,0.5,1070.17
15578,15578,Kepler-1791 b,Kepler-1791,0,1,1,Kepler Project Candidate (q1_q8_koi),0,7.72087,0.079,2.2,,,,0.0,1097.0,6238.0,1.25,,,,3.73,602.218
15581,15581,Kepler-1791 b,Kepler-1791,0,1,1,Kepler Project Candidate (q1_q16_koi),0,7.72084349,0.0758,1.96,,,,0.0,1077.0,6218.0,1.17,-0.36,[Fe/H],,,602.218
15582,15582,Kepler-1791 b,Kepler-1791,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,7.72085047,0.0761,2.53,,,,0.0,1021.0,5887.0,1.18,-0.06,[Fe/H],,,602.218
15584,15584,Kepler-1791 b,Kepler-1791,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,7.72084349,0.0758,1.96,,,,0.0,1077.0,6218.0,1.17,-0.36,[Fe/H],,,602.218
15585,15585,Kepler-1791 b,Kepler-1791,0,1,1,Kepler Project Candidate (q1_q12_koi),0,7.72084349,0.0758,1.96,,,,0.0,1077.0,6218.0,1.17,-0.36,[Fe/H],,,602.218
15587,15587,Kepler-1792 b,Kepler-1792,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,4.19577385,0.0488,3.02,,,,0.0,1047.0,5229.0,1.0,0.32,[Fe/H],,,601.029
15588,15588,Kepler-1792 b,Kepler-1792,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,4.19577538,0.0488,3.03,,,,0.0,1047.0,5229.0,1.0,0.32,[Fe/H],,,601.029
15589,15589,Kepler-1792 b,Kepler-1792,0,1,1,Kepler Project Candidate (q1_q12_koi),0,4.19577538,0.0488,3.03,,,,0.0,1047.0,5229.0,1.0,0.32,[Fe/H],,,601.029
15590,15590,Kepler-1792 b,Kepler-1792,0,1,1,Kepler Project Candidate (q1_q8_koi),0,4.195803,0.051,3.5,,,,0.0,1039.0,5029.0,1.12,,,,,601.029
15592,15592,Kepler-1792 b,Kepler-1792,0,1,1,Kepler Project Candidate (q1_q16_koi),0,4.19577538,0.0488,3.03,,,,0.0,1047.0,5229.0,1.0,0.32,[Fe/H],,,601.029
15594,15594,Kepler-1793 b,Kepler-1793,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,8.77997349,0.0787,2.12,,,,0.0,713.0,5191.0,0.76,-0.06,[Fe/H],,,1189.88
15595,15595,Kepler-1793 b,Kepler-1793,0,1,1,Kepler Project Candidate (q1_q12_koi),0,8.77995434,0.0786,2.91,,,,0.0,714.0,5189.0,0.77,-0.06,[Fe/H],,,1189.88
15596,15596,Kepler-1793 b,Kepler-1793,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,8.77995434,0.0786,2.91,,,,0.0,714.0,5189.0,0.77,-0.06,[Fe/H],,,1189.88
15598,15598,Kepler-1793 b,Kepler-1793,0,1,1,Kepler Project Candidate (q1_q16_koi),0,8.77995434,0.0786,2.91,,,,0.0,714.0,5189.0,0.77,-0.06,[Fe/H],,,1189.88
15601,15601,Kepler-1793 b,Kepler-1793,0,1,1,Kepler Project Candidate (q1_q8_koi),0,8.77988,0.077,2.55,,,,0.0,698.0,5159.0,0.72,,,,3.6,1189.88
15602,15602,Kepler-1794 b,Kepler-1794,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,9.76293284,0.0821,1.94,,,,0.0,703.0,5052.0,0.82,0.02,[Fe/H],,,561.229
15604,15604,Kepler-1794 b,Kepler-1794,0,1,1,Kepler Project Candidate (q1_q16_koi),0,9.7629522,0.0821,1.96,,,,0.0,703.0,5052.0,0.82,0.02,[Fe/H],,,561.229
15606,15606,Kepler-1794 b,Kepler-1794,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,9.7629522,0.0821,1.96,,,,0.0,703.0,5052.0,0.82,0.02,[Fe/H],,,561.229
15607,15607,Kepler-1794 b,Kepler-1794,0,1,1,Kepler Project Candidate (q1_q8_koi),0,9.76283,0.081,1.7,,,,0.0,661.0,4999.0,0.73,,,,14.0,561.229
15609,15609,Kepler-1794 b,Kepler-1794,0,1,1,Kepler Project Candidate (q1_q12_koi),0,9.7629522,0.0821,1.96,,,,0.0,703.0,5052.0,0.82,0.02,[Fe/H],,,561.229
15610,15610,Kepler-1795 b,Kepler-1795,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,13.36020599,0.1004,1.91,,,,0.0,525.0,4491.0,0.71,0.28,[Fe/H],,,
15611,15611,Kepler-1795 b,Kepler-1795,0,1,1,Kepler Project Candidate (q1_q12_koi),0,13.36020599,0.1004,1.91,,,,0.0,525.0,4491.0,0.71,0.28,[Fe/H],,,
15612,15612,Kepler-1795 b,Kepler-1795,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,13.36019864,0.1002,1.84,,,,0.0,520.0,4500.0,0.69,0.28,[Fe/H],,,
15613,15613,Kepler-1795 b,Kepler-1795,0,1,1,Kepler Project Candidate (q1_q8_koi),0,13.36011,0.094,1.77,,,,0.0,481.0,4421.0,0.57,,,,5.8,
15614,15614,Kepler-1795 b,Kepler-1795,0,1,1,Kepler Project Candidate (q1_q16_koi),0,13.36020599,0.1004,1.91,,,,0.0,525.0,4491.0,0.71,0.28,[Fe/H],,,
15618,15618,Kepler-1796 b,Kepler-1796,0,1,1,Kepler Project Candidate (q1_q8_koi),0,29.4556,0.189,2.3,,,,0.0,596.0,6034.0,0.95,,,,0.4,825.883
15620,15620,Kepler-1796 b,Kepler-1796,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,29.4557154,0.1879,2.21,,,,0.0,598.0,6036.0,0.95,-0.16,[Fe/H],,,825.883
15621,15621,Kepler-1796 b,Kepler-1796,0,1,1,Kepler Project Candidate (q1_q12_koi),0,29.4557154,0.1879,2.21,,,,0.0,598.0,6036.0,0.95,-0.16,[Fe/H],,,825.883
15622,15622,Kepler-1796 b,Kepler-1796,0,1,1,Kepler Project Candidate (q1_q16_koi),0,29.4557154,0.1879,2.21,,,,0.0,598.0,6036.0,0.95,-0.16,[Fe/H],,,825.883
15623,15623,Kepler-1796 b,Kepler-1796,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,29.4557841,0.1879,2.19,,,,0.0,598.0,6036.0,0.95,-0.16,[Fe/H],,,825.883
15627,15627,Kepler-1797 b,Kepler-1797,0,1,1,Kepler Project Candidate (q1_q12_koi),0,23.3594822,0.1637,2.95,,,,0.0,684.0,6244.0,1.01,-0.2,[Fe/H],,,1338.49
15629,15629,Kepler-1797 b,Kepler-1797,0,1,1,Kepler Project Candidate (q1_q8_koi),0,23.35986,0.166,2.5,,,,0.0,690.0,6248.0,1.04,,,,0.4,1338.49
15630,15630,Kepler-1797 b,Kepler-1797,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,23.3593589,0.1637,2.98,,,,0.0,684.0,6244.0,1.01,-0.2,[Fe/H],,,1338.49
15631,15631,Kepler-1797 b,Kepler-1797,0,1,1,Kepler Project Candidate (q1_q16_koi),0,23.3594822,0.1637,2.95,,,,0.0,684.0,6244.0,1.01,-0.2,[Fe/H],,,1338.49
15633,15633,Kepler-1797 b,Kepler-1797,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,23.3594822,0.1637,2.95,,,,0.0,684.0,6244.0,1.01,-0.2,[Fe/H],,,1338.49
15634,15634,Kepler-1798 b,Kepler-1798,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,16.85593514,0.1067,2.08,,,,0.0,403.0,3972.0,0.56,-0.1,[Fe/H],,,395.196
15635,15635,Kepler-1798 b,Kepler-1798,0,1,1,Kepler Project Candidate (q1_q16_koi),0,16.85593514,0.1067,2.08,,,,0.0,403.0,3972.0,0.56,-0.1,[Fe/H],,,395.196
15636,15636,Kepler-1798 b,Kepler-1798,0,1,1,Kepler Project Candidate (q1_q12_koi),0,16.85593514,0.1067,2.08,,,,0.0,403.0,3972.0,0.56,-0.1,[Fe/H],,,395.196
15638,15638,Kepler-1798 b,Kepler-1798,0,1,1,Kepler Project Candidate (q1_q8_koi),0,16.85481,0.106,1.66,,,,0.0,411.0,4142.0,0.54,,,,13.9,395.196
15641,15641,Kepler-1798 b,Kepler-1798,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,16.85592593,0.1082,1.7,,,,0.0,408.0,3967.0,0.59,0.06,[Fe/H],,,395.196
15642,15642,Kepler-1799 b,Kepler-1799,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,11.92976844,0.1028,2.67,,,,0.0,770.0,5831.0,0.92,0.0,[Fe/H],,,2254.69
15643,15643,Kepler-1799 b,Kepler-1799,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,11.92979348,0.1028,2.43,,,,0.0,770.0,5831.0,0.92,0.0,[Fe/H],,,2254.69
15645,15645,Kepler-1799 b,Kepler-1799,0,1,1,Kepler Project Candidate (q1_q8_koi),0,11.92957,0.101,2.6,,,,0.0,751.0,5796.0,0.87,,,,0.5,2254.69
15646,15646,Kepler-1799 b,Kepler-1799,0,1,1,Kepler Project Candidate (q1_q12_koi),0,11.92976844,0.1028,2.67,,,,0.0,770.0,5831.0,0.92,0.0,[Fe/H],,,2254.69
15649,15649,Kepler-1799 b,Kepler-1799,0,1,1,Kepler Project Candidate (q1_q16_koi),0,11.92976844,0.1028,2.67,,,,0.0,770.0,5831.0,0.92,0.0,[Fe/H],,,2254.69
15651,15651,Kepler-18 b,Kepler-18,0,1,3,Kepler Project Candidate (q1_q8_koi),0,3.504761,0.044,1.82,,,,0.0,1120.0,5385.0,0.98,,,,8.5,433.047
15653,15653,Kepler-18 b,Kepler-18,0,1,3,Kepler Project Candidate (q1_q17_dr25_koi),0,3.50469125,0.0434,2.03,,,,0.0,1165.0,5356.0,1.05,0.2,[Fe/H],,,433.047
15655,15655,Kepler-18 b,Kepler-18,0,1,3,Kepler Project Candidate (q1_q12_koi),0,3.50468755,0.0434,2.11,,,,0.0,1165.0,5356.0,1.05,0.2,[Fe/H],,,433.047
15656,15656,Kepler-18 b,Kepler-18,0,1,3,Kepler Project Candidate (q1_q17_dr24_koi),0,3.50468755,0.0434,2.11,,,,0.0,1165.0,5356.0,1.05,0.2,[Fe/H],,,433.047
15658,15658,Kepler-18 b,Kepler-18,0,1,3,Kepler Project Candidate (q1_q16_koi),0,3.50468755,0.0434,2.11,,,,0.0,1165.0,5356.0,1.05,0.2,[Fe/H],,,433.047
15659,15659,Kepler-18 b,Kepler-18,1,1,3,Published Confirmed,0,3.504725,0.0447,2.0,6.9,6.9,Mass,0.0,,5345.0,1.11,0.19,[Fe/H],-0.031,10.0,433.047
15661,15661,Kepler-18 c,Kepler-18,0,1,3,Kepler Project Candidate (q1_q12_koi),0,7.64157153,0.0729,4.98,,,,0.0,899.0,5356.0,1.05,0.2,[Fe/H],,,433.047
15664,15664,Kepler-18 c,Kepler-18,0,1,3,Kepler Project Candidate (q1_q17_dr24_koi),0,7.64157153,0.0729,4.98,,,,0.0,899.0,5356.0,1.05,0.2,[Fe/H],,,433.047
15668,15668,Kepler-18 c,Kepler-18,1,1,3,Published Confirmed,0,7.64159,0.0752,5.49,17.3,17.3,Mass,0.0,,5345.0,1.11,0.19,[Fe/H],-0.031,10.0,433.047
15669,15669,Kepler-18 c,Kepler-18,0,1,3,Kepler Project Candidate (q1_q17_dr25_koi),0,7.64156759,0.0729,4.91,,,,0.0,899.0,5356.0,1.05,0.2,[Fe/H],,,433.047
15670,15670,Kepler-18 c,Kepler-18,0,1,3,Kepler Project Candidate (q1_q16_koi),0,7.64157153,0.0729,4.98,,,,0.0,899.0,5356.0,1.05,0.2,[Fe/H],,,433.047
15671,15671,Kepler-18 c,Kepler-18,0,1,3,Kepler Project Candidate (q1_q8_koi),0,7.6415706,0.075,4.75,,,,0.0,858.0,5385.0,0.98,,,,8.5,433.047
15674,15674,Kepler-18 d,Kepler-18,0,1,3,Kepler Project Candidate (q1_q8_koi),0,14.85894,0.116,6.01,,,,0.0,690.0,5385.0,0.98,,,,8.5,433.047
15675,15675,Kepler-18 d,Kepler-18,0,1,3,Kepler Project Candidate (q1_q17_dr24_koi),0,14.85891269,0.1136,5.96,,,,0.0,720.0,5356.0,1.05,0.2,[Fe/H],,,433.047
